account_id,plan,mrr,payment_method,churned
8375-DKEBR,Month-to-month,69.6,Electronic check,Yes
7511-YMXVQ,Month-to-month,45.4,Electronic check,Yes
7551-JOHTI,Month-to-month,19.5,Mailed check,Yes
9804-ICWBG,Month-to-month,69.9,Electronic check,Yes
5318-IXUZF,Month-to-month,87.15,Bank transfer (automatic),Yes
3198-VELRD,Month-to-month,84.75,Bank transfer (automatic),Yes
9436-ZBZCT,Month-to-month,89.95,Electronic check,Yes
7279-BUYWN,Month-to-month,113.2,Electronic check,Yes
7156-MHUGY,Month-to-month,90.5,Electronic check,Yes
7198-GLXTC,Month-to-month,79.0,Electronic check,Yes
0516-VRYBW,One year,20.15,Bank transfer (automatic),Yes
8380-PEFPE,Month-to-month,71.65,Electronic check,Yes
5687-DKDTV,Month-to-month,20.35,Mailed check,Yes
7530-HDYDS,Month-to-month,84.25,Credit card (automatic),Yes
3096-IZETN,Month-to-month,78.1,Bank transfer (automatic),Yes
5922-ABDVO,Month-to-month,89.65,Mailed check,Yes
9172-ANCRX,Month-to-month,98.7,Electronic check,Yes
6910-HADCM,Month-to-month,76.35,Electronic check,Yes
4816-LXZYW,Month-to-month,79.15,Electronic check,Yes
9606-PBKBQ,Month-to-month,85.0,Electronic check,Yes
3536-IQCTX,Month-to-month,85.3,Electronic check,Yes
4911-BANWH,Month-to-month,86.55,Credit card (automatic),Yes
8496-EJAUI,Month-to-month,73.85,Credit card (automatic),Yes
3132-TVFDZ,Month-to-month,44.85,Electronic check,Yes
8080-DDEMJ,Month-to-month,45.1,Electronic check,Yes
6365-MTGZX,Month-to-month,96.0,Electronic check,Yes
1349-WXNGG,Month-to-month,20.05,Bank transfer (automatic),Yes
6990-YNRIO,Two year,108.65,Bank transfer (automatic),Yes
0621-TWIEM,Month-to-month,45.55,Electronic check,Yes
2485-ITVKB,Month-to-month,35.1,Electronic check,Yes
3669-OYSJI,Month-to-month,46.2,Credit card (automatic),Yes
1612-EOHDH,Month-to-month,45.15,Electronic check,Yes
6702-OHFWR,Month-to-month,43.3,Electronic check,Yes
4510-PYUSH,Month-to-month,57.15,Credit card (automatic),Yes
7517-SAWMO,Month-to-month,73.2,Electronic check,Yes
4143-HHPMK,Month-to-month,85.35,Electronic check,Yes
7054-LGEQW,Month-to-month,45.95,Mailed check,Yes
0923-PNFUB,Month-to-month,83.75,Electronic check,Yes
3494-JCHRQ,Month-to-month,70.05,Electronic check,Yes
6474-FVJLC,Month-to-month,86.0,Electronic check,Yes
8840-DQLGN,Month-to-month,100.5,Bank transfer (automatic),Yes
4547-LYTDD,Month-to-month,72.65,Electronic check,Yes
6770-XUAGN,Month-to-month,21.0,Electronic check,Yes
4193-ORFCL,Month-to-month,45.1,Mailed check,Yes
7776-QWNFX,Month-to-month,50.4,Bank transfer (automatic),Yes
6689-TCZHQ,Month-to-month,78.95,Electronic check,Yes
3143-ILDAL,Month-to-month,94.45,Electronic check,Yes
4720-VSTSI,Month-to-month,84.8,Bank transfer (automatic),Yes
3946-MHCZW,Month-to-month,50.9,Mailed check,Yes
6651-AZVTJ,Month-to-month,99.8,Electronic check,Yes
4566-GOLUK,Month-to-month,107.35,Bank transfer (automatic),Yes
2484-DGXPZ,Month-to-month,19.55,Mailed check,Yes
4587-NUKOX,Month-to-month,79.1,Electronic check,Yes
0420-BWTPW,Month-to-month,25.5,Mailed check,Yes
8183-ONMXC,Month-to-month,80.75,Electronic check,Yes
9614-RMGHA,Month-to-month,91.85,Bank transfer (automatic),Yes
5054-IEXZT,Month-to-month,75.35,Electronic check,Yes
5834-ASPWA,Month-to-month,75.45,Electronic check,Yes
3948-XHGNA,Month-to-month,49.55,Bank transfer (automatic),Yes
0565-IYCGT,One year,78.6,Credit card (automatic),Yes
5445-UTODQ,Month-to-month,81.1,Electronic check,Yes
1024-VRZHF,Month-to-month,74.95,Electronic check,Yes
9497-QCMMS,Month-to-month,93.55,Electronic check,Yes
0348-SDKOL,Month-to-month,102.1,Credit card (automatic),Yes
4373-MAVJG,Month-to-month,90.9,Bank transfer (automatic),Yes
8901-HJXTF,Month-to-month,29.2,Mailed check,Yes
5419-KLXBN,Month-to-month,89.15,Bank transfer (automatic),Yes
3424-NMNBO,One year,108.85,Electronic check,Yes
4514-GFCFI,Month-to-month,84.75,Electronic check,Yes
9828-AOQLM,Month-to-month,45.7,Electronic check,Yes
8000-REIQB,Month-to-month,69.95,Electronic check,Yes
7615-ESMYF,Month-to-month,44.6,Electronic check,Yes
3858-VOBET,Month-to-month,74.95,Electronic check,Yes
1447-PJGGA,Two year,95.25,Electronic check,Yes
8565-CLBZW,Month-to-month,89.85,Mailed check,Yes
9139-WQQDY,One year,100.45,Mailed check,Yes
0224-HJAPT,Month-to-month,47.15,Electronic check,Yes
8086-OVPWV,Month-to-month,80.2,Electronic check,Yes
9430-FRQOC,Month-to-month,87.1,Mailed check,Yes
3074-GQWYX,Month-to-month,75.9,Bank transfer (automatic),Yes
6845-RGTYS,Month-to-month,98.75,Electronic check,Yes
8861-HGGKB,Month-to-month,86.45,Electronic check,Yes
7065-YUNRY,Month-to-month,45.3,Mailed check,Yes
7694-VLBWQ,One year,104.1,Electronic check,Yes
4795-KTRTH,Month-to-month,81.0,Electronic check,Yes
6481-OGDOO,One year,90.6,Credit card (automatic),Yes
3753-TSEMP,Month-to-month,88.15,Electronic check,Yes
8305-VHZBZ,Month-to-month,20.2,Mailed check,Yes
9172-JITSM,Month-to-month,90.8,Electronic check,Yes
6298-QDFNH,Month-to-month,79.35,Electronic check,Yes
9961-JBNMK,Month-to-month,96.8,Bank transfer (automatic),Yes
6173-ITPWD,Month-to-month,83.35,Bank transfer (automatic),Yes
9734-UYXQI,Month-to-month,49.4,Electronic check,Yes
2189-UXTKY,Month-to-month,79.2,Electronic check,Yes
4958-GZWIY,Month-to-month,48.7,Electronic check,Yes
6356-ELRKD,Month-to-month,95.6,Electronic check,Yes
8624-GIOUT,Month-to-month,59.75,Credit card (automatic),Yes
6179-GJPSO,Month-to-month,108.15,Credit card (automatic),Yes
3177-LASXD,Month-to-month,71.35,Electronic check,Yes
4897-QSUYC,Month-to-month,20.15,Mailed check,Yes
1084-UQCHV,Month-to-month,69.75,Bank transfer (automatic),Yes
8290-YWKHZ,Month-to-month,93.2,Electronic check,Yes
2955-BJZHG,Month-to-month,80.85,Electronic check,Yes
3806-DXQOM,Month-to-month,33.65,Electronic check,Yes
9300-RENDD,Month-to-month,79.95,Electronic check,Yes
0761-AETCS,Month-to-month,19.3,Electronic check,Yes
2153-MREFK,One year,99.2,Electronic check,Yes
3106-ULWFW,Month-to-month,85.2,Credit card (automatic),Yes
0925-VYDLG,Month-to-month,75.25,Electronic check,Yes
4349-GFQHK,Month-to-month,54.35,Electronic check,Yes
7802-EFKNY,Month-to-month,24.95,Electronic check,Yes
8035-BUYVG,One year,42.35,Electronic check,Yes
9787-XVQIU,Month-to-month,75.3,Electronic check,Yes
8945-MUQUF,One year,94.8,Electronic check,Yes
8051-HJRLT,Month-to-month,70.55,Electronic check,Yes
3023-GFLBR,Month-to-month,86.15,Credit card (automatic),Yes
0524-IAVZO,Month-to-month,85.0,Electronic check,Yes
2737-YNGYW,Month-to-month,80.55,Electronic check,Yes
5159-YFPKQ,Month-to-month,75.8,Electronic check,Yes
4021-RQSNY,Month-to-month,98.5,Electronic check,Yes
9061-TIHDA,Month-to-month,95.25,Electronic check,Yes
8699-ASUFO,Month-to-month,74.4,Mailed check,Yes
7927-AUXBZ,Month-to-month,85.15,Electronic check,Yes
4695-WJZUE,Month-to-month,88.55,Electronic check,Yes
7619-ODSGN,Month-to-month,54.75,Electronic check,Yes
3988-RQIXO,Month-to-month,91.3,Electronic check,Yes
2514-GINMM,Month-to-month,79.5,Electronic check,Yes
5931-FLJJF,Month-to-month,70.1,Mailed check,Yes
2659-VXMWZ,One year,111.3,Electronic check,Yes
3207-OYBWH,Month-to-month,95.25,Bank transfer (automatic),Yes
4285-GYRQC,Month-to-month,86.25,Electronic check,Yes
7216-EWTRS,Month-to-month,100.8,Electronic check,Yes
8337-MSSXB,Month-to-month,86.3,Electronic check,Yes
8182-BJDSI,Month-to-month,89.95,Electronic check,Yes
2528-HFYZX,Month-to-month,76.45,Electronic check,Yes
2482-CZGBB,Month-to-month,70.0,Electronic check,Yes
0866-QLSIR,One year,64.4,Mailed check,Yes
7181-BQYBV,Month-to-month,102.45,Electronic check,Yes
6204-IEUXJ,Month-to-month,80.1,Credit card (automatic),Yes
4529-CKBCL,Month-to-month,80.2,Electronic check,Yes
2506-CLAKW,Month-to-month,98.15,Bank transfer (automatic),Yes
1583-IHQZE,Month-to-month,112.95,Mailed check,Yes
0151-ONTOV,Month-to-month,70.9,Mailed check,Yes
4140-MUHUG,Month-to-month,86.85,Electronic check,Yes
0320-JDNQG,Month-to-month,99.85,Electronic check,Yes
7180-PISOG,Month-to-month,74.5,Electronic check,Yes
3571-RFHAR,Month-to-month,109.15,Electronic check,Yes
9578-VRMNM,Month-to-month,65.2,Credit card (automatic),Yes
1587-FKLZB,Month-to-month,99.5,Credit card (automatic),Yes
6140-QNRQQ,Month-to-month,71.55,Mailed check,Yes
4307-KTUMW,Month-to-month,93.9,Electronic check,Yes
5440-FLBQG,Two year,108.4,Bank transfer (automatic),Yes
7470-MCQTK,Month-to-month,48.75,Bank transfer (automatic),Yes
7488-MXJIV,Month-to-month,85.65,Electronic check,Yes
2027-FECZV,Month-to-month,106.7,Electronic check,Yes
2672-DZUOY,Month-to-month,25.15,Electronic check,Yes
3870-MQAMG,One year,110.35,Electronic check,Yes
4800-CZMPC,One year,103.25,Credit card (automatic),Yes
7377-DMMRI,Month-to-month,47.8,Electronic check,Yes
8949-JTMAY,Month-to-month,98.6,Credit card (automatic),Yes
2774-LVQUS,Month-to-month,83.05,Electronic check,Yes
3211-ILJTT,Month-to-month,70.4,Bank transfer (automatic),Yes
4612-THJBS,One year,104.75,Bank transfer (automatic),Yes
4094-NSEDU,Month-to-month,94.25,Electronic check,Yes
5103-MHMHY,Month-to-month,45.95,Mailed check,Yes
1846-XWOQN,Month-to-month,70.15,Electronic check,Yes
0235-KGSLC,Month-to-month,85.55,Credit card (automatic),Yes
2884-GBPFB,Month-to-month,70.3,Electronic check,Yes
3757-NJYBX,Month-to-month,106.35,Bank transfer (automatic),Yes
5136-KCKGI,One year,103.7,Mailed check,Yes
3722-WPXTK,Month-to-month,88.35,Electronic check,Yes
2929-ERCFZ,Month-to-month,94.2,Electronic check,Yes
7548-SEPYI,Month-to-month,96.25,Electronic check,Yes
8835-VSDSE,Month-to-month,70.7,Electronic check,Yes
1623-NLDOT,One year,33.55,Mailed check,Yes
9898-KZQDZ,Month-to-month,94.55,Credit card (automatic),Yes
5236-PERKL,Two year,112.95,Bank transfer (automatic),Yes
7854-FOKSF,Month-to-month,35.9,Electronic check,Yes
2519-FAKOD,Month-to-month,99.25,Bank transfer (automatic),Yes
8263-JQAIK,Month-to-month,24.45,Mailed check,Yes
7089-IVVAZ,Month-to-month,103.35,Bank transfer (automatic),Yes
2205-YMZZJ,Month-to-month,84.8,Electronic check,Yes
1254-IZEYF,Month-to-month,99.95,Electronic check,Yes
9492-TOKRI,Month-to-month,90.0,Credit card (automatic),Yes
9221-OTIVJ,Month-to-month,104.85,Electronic check,Yes
3325-FUYCG,One year,106.1,Electronic check,Yes
5908-QMGOE,Month-to-month,74.2,Credit card (automatic),Yes
8481-YYXWG,Month-to-month,89.35,Electronic check,Yes
2609-IAICY,Month-to-month,77.15,Electronic check,Yes
1740-CSDJP,Month-to-month,35.25,Bank transfer (automatic),Yes
2636-OHFMN,Month-to-month,48.55,Electronic check,Yes
1323-OOEPC,Month-to-month,98.4,Credit card (automatic),Yes
0397-GZBBC,Month-to-month,93.85,Bank transfer (automatic),Yes
7641-EUYET,Month-to-month,100.7,Electronic check,Yes
9921-ZVRHG,Month-to-month,80.45,Electronic check,Yes
4701-MLJPN,Month-to-month,55.25,Electronic check,Yes
9206-GVPEQ,Month-to-month,54.45,Electronic check,Yes
1596-BBVTG,Month-to-month,75.35,Credit card (automatic),Yes
8433-WXGNA,Month-to-month,75.7,Electronic check,Yes
3707-GNWHM,Month-to-month,74.25,Mailed check,Yes
8922-LIEGH,Month-to-month,89.7,Electronic check,Yes
8245-UMPYT,Month-to-month,96.4,Electronic check,Yes
5186-SAMNZ,Month-to-month,69.5,Bank transfer (automatic),Yes
5373-SFODM,Month-to-month,85.25,Credit card (automatic),Yes
5766-ZJYBB,Month-to-month,19.4,Mailed check,Yes
8931-GJJIQ,Month-to-month,83.3,Electronic check,Yes
4277-PVRAN,Month-to-month,80.1,Bank transfer (automatic),Yes
0022-TCJCI,One year,62.7,Credit card (automatic),Yes
0203-HHYIJ,One year,25.3,Bank transfer (automatic),Yes
0952-KMEEH,Month-to-month,98.15,Mailed check,Yes
8178-EYZUO,Month-to-month,93.7,Electronic check,Yes
5130-IEKQT,Month-to-month,105.95,Mailed check,Yes
3230-WYKIR,One year,82.0,Credit card (automatic),Yes
0407-BDJKB,Month-to-month,95.75,Electronic check,Yes
9600-UDOPK,Month-to-month,94.05,Credit card (automatic),Yes
4074-SJFFA,Month-to-month,54.75,Mailed check,Yes
3269-ATYWD,Month-to-month,95.65,Bank transfer (automatic),Yes
4910-GMJOT,Month-to-month,94.6,Electronic check,Yes
0354-WYROK,Month-to-month,98.9,Electronic check,Yes
7576-OYWBN,Month-to-month,76.05,Electronic check,Yes
5539-TMZLF,Month-to-month,69.75,Electronic check,Yes
4323-SADQS,Month-to-month,34.5,Electronic check,Yes
4446-BZKHU,Month-to-month,105.55,Electronic check,Yes
5202-IVJNU,Month-to-month,30.1,Credit card (automatic),Yes
5976-JCJRH,Month-to-month,70.3,Electronic check,Yes
0137-OCGAB,Month-to-month,80.2,Mailed check,Yes
3351-NQLDI,One year,94.35,Credit card (automatic),Yes
7593-JNWRU,Month-to-month,44.6,Bank transfer (automatic),Yes
4588-YBNIB,Month-to-month,19.6,Mailed check,Yes
3336-JORSO,Month-to-month,110.45,Electronic check,Yes
5028-GZLDO,Month-to-month,70.7,Credit card (automatic),Yes
6861-XWTWQ,Month-to-month,99.25,Electronic check,Yes
6877-TJMBR,Month-to-month,84.8,Electronic check,Yes
6769-DCQLI,One year,105.0,Bank transfer (automatic),Yes
2433-KMEAS,Month-to-month,54.45,Electronic check,Yes
2195-ZRVAX,Month-to-month,85.3,Electronic check,Yes
3550-SAHFP,Month-to-month,83.35,Electronic check,Yes
2011-TRQYE,Month-to-month,33.5,Credit card (automatic),Yes
4873-ILOLJ,Month-to-month,90.35,Electronic check,Yes
2725-KXXWT,Month-to-month,90.75,Electronic check,Yes
9565-DJPIB,Month-to-month,89.6,Mailed check,Yes
8348-HFYIV,Month-to-month,49.25,Electronic check,Yes
6849-WLEYG,Month-to-month,19.75,Mailed check,Yes
4659-NZRUF,Month-to-month,95.15,Electronic check,Yes
8429-XIBUM,Month-to-month,101.35,Bank transfer (automatic),Yes
2608-BHKFN,Month-to-month,70.05,Credit card (automatic),Yes
7341-LXCAF,Month-to-month,74.65,Electronic check,Yes
9462-MJUAW,Month-to-month,50.4,Mailed check,Yes
8128-YVJRG,Month-to-month,79.65,Mailed check,Yes
4283-FUTGF,Month-to-month,79.85,Electronic check,Yes
1569-TTNYJ,Month-to-month,78.75,Electronic check,Yes
2397-BRLOM,Month-to-month,80.45,Credit card (automatic),Yes
4749-VFKVB,Month-to-month,50.1,Mailed check,Yes
7598-UAASY,Month-to-month,76.4,Electronic check,Yes
7938-OUHIO,Month-to-month,98.7,Electronic check,Yes
8510-AWCXC,Month-to-month,100.8,Electronic check,Yes
0431-APWVY,One year,90.1,Bank transfer (automatic),Yes
3426-NIYYL,Month-to-month,51.55,Electronic check,Yes
8225-BTJAU,Month-to-month,79.25,Electronic check,Yes
3387-VATUS,Month-to-month,94.85,Bank transfer (automatic),Yes
1143-NMNQJ,Month-to-month,85.7,Electronic check,Yes
0415-MOSGF,Month-to-month,44.4,Mailed check,Yes
1724-BQUHA,Month-to-month,89.5,Electronic check,Yes
4826-XTSOH,Month-to-month,86.05,Electronic check,Yes
2495-INZWQ,Month-to-month,44.55,Electronic check,Yes
4139-SUGLD,Month-to-month,35.4,Bank transfer (automatic),Yes
6857-VWJDT,Month-to-month,95.65,Mailed check,Yes
5624-BQSSA,Month-to-month,20.95,Mailed check,Yes
2408-WITXK,Month-to-month,34.7,Electronic check,Yes
5577-OTWWW,Month-to-month,19.75,Bank transfer (automatic),Yes
6100-QQHEB,Month-to-month,92.55,Electronic check,Yes
2634-HCZGT,One year,60.05,Electronic check,Yes
7503-QQRVF,Month-to-month,74.3,Credit card (automatic),Yes
2691-NZETQ,Month-to-month,85.35,Electronic check,Yes
4404-HIBDJ,One year,74.3,Mailed check,Yes
7295-JOMMD,Month-to-month,98.1,Bank transfer (automatic),Yes
5013-SBUIH,Two year,109.65,Electronic check,Yes
0709-TVGUR,Month-to-month,74.55,Electronic check,Yes
6023-YEBUP,Month-to-month,100.95,Electronic check,Yes
7209-JCUDS,Month-to-month,94.9,Electronic check,Yes
3001-CBHLQ,Month-to-month,104.9,Electronic check,Yes
6158-DWPZT,One year,24.1,Bank transfer (automatic),Yes
3763-GCZHZ,One year,104.05,Electronic check,Yes
0772-GYEQQ,Month-to-month,88.35,Mailed check,Yes
4831-EOBFE,Month-to-month,94.65,Credit card (automatic),Yes
4102-OQUPX,Month-to-month,74.4,Electronic check,Yes
9170-GYZJC,Month-to-month,79.9,Credit card (automatic),Yes
3999-QGRJH,Month-to-month,69.7,Electronic check,Yes
2454-RPBRZ,Month-to-month,98.1,Electronic check,Yes
2002-MZHWP,Month-to-month,20.5,Mailed check,Yes
2265-CYWIV,Month-to-month,99.6,Electronic check,Yes
2004-OCQXK,Month-to-month,81.95,Electronic check,Yes
5027-QPKTE,Month-to-month,69.35,Electronic check,Yes
2672-HUYVI,Month-to-month,91.1,Electronic check,Yes
7508-MYBOG,Month-to-month,86.1,Electronic check,Yes
0148-DCDOS,Month-to-month,94.7,Bank transfer (automatic),Yes
9992-RRAMN,Month-to-month,85.1,Electronic check,Yes
0310-MVLET,Month-to-month,99.15,Electronic check,Yes
4550-VBOFE,Month-to-month,102.95,Electronic check,Yes
5696-QURRL,Month-to-month,45.05,Mailed check,Yes
7409-KIUTL,Month-to-month,71.0,Electronic check,Yes
1732-VHUBQ,Month-to-month,70.55,Bank transfer (automatic),Yes
0495-RVCBF,Month-to-month,79.7,Electronic check,Yes
7854-EDSSA,Month-to-month,59.0,Electronic check,Yes
8869-TORSS,One year,60.35,Credit card (automatic),Yes
0679-IDSTG,Month-to-month,69.25,Electronic check,Yes
2115-BFTIW,Month-to-month,70.95,Mailed check,Yes
0611-DFXKO,Month-to-month,89.0,Mailed check,Yes
7780-OTDSO,Month-to-month,99.4,Electronic check,Yes
9747-DDZOS,Month-to-month,73.5,Bank transfer (automatic),Yes
0564-JJHGS,Month-to-month,95.5,Electronic check,Yes
3348-CFRNX,Month-to-month,92.35,Mailed check,Yes
1428-GTBJJ,Month-to-month,74.55,Electronic check,Yes
8802-UNOJF,Month-to-month,83.8,Mailed check,Yes
6313-GIDIT,Month-to-month,54.45,Electronic check,Yes
2845-AFFTX,Month-to-month,99.8,Electronic check,Yes
2249-YPRNG,Month-to-month,105.85,Bank transfer (automatic),Yes
7410-YTJIK,Month-to-month,75.45,Mailed check,Yes
4626-GYCZP,Month-to-month,93.85,Electronic check,Yes
5590-BYNII,Month-to-month,100.75,Electronic check,Yes
3237-AJGEH,Month-to-month,31.0,Mailed check,Yes
1591-NFNLQ,Month-to-month,80.0,Credit card (automatic),Yes
2815-CPTUL,Month-to-month,70.25,Mailed check,Yes
0596-BQCEQ,Month-to-month,100.15,Electronic check,Yes
1481-ZUWZA,Month-to-month,94.5,Credit card (automatic),Yes
2309-OSFEU,Month-to-month,33.9,Mailed check,Yes
1891-FZYSA,Month-to-month,89.95,Electronic check,Yes
7613-LLQFO,Month-to-month,84.45,Electronic check,Yes
2640-PMGFL,Month-to-month,79.5,Electronic check,Yes
3801-HMYNL,Month-to-month,89.15,Mailed check,Yes
9685-WKZGT,Month-to-month,74.95,Electronic check,Yes
6022-UGGSO,Month-to-month,74.4,Electronic check,Yes
4484-CGXFK,Month-to-month,55.3,Electronic check,Yes
6214-EDAKZ,Month-to-month,55.15,Electronic check,Yes
6127-ISGTU,Month-to-month,84.95,Electronic check,Yes
8740-XLHDR,Month-to-month,43.25,Mailed check,Yes
1208-DNHLN,One year,48.35,Credit card (automatic),Yes
1761-AEZZR,Month-to-month,79.55,Electronic check,Yes
3923-CSIHK,Month-to-month,71.05,Electronic check,Yes
7120-RFMVS,Month-to-month,84.5,Electronic check,Yes
7317-GGVPB,Two year,108.6,Credit card (automatic),Yes
1322-AGOQM,Month-to-month,30.3,Bank transfer (automatic),Yes
3677-IYRBF,Month-to-month,30.4,Electronic check,Yes
5692-FPTAH,Month-to-month,45.4,Mailed check,Yes
1550-LOAHA,Month-to-month,84.15,Bank transfer (automatic),Yes
0268-QKIWO,Month-to-month,19.75,Electronic check,Yes
0876-WDUUZ,Month-to-month,85.4,Credit card (automatic),Yes
0617-FHSGK,Month-to-month,75.2,Credit card (automatic),Yes
2858-MOFSQ,One year,55.85,Mailed check,Yes
8118-LSUEL,Month-to-month,106.4,Electronic check,Yes
7005-CCBKV,Month-to-month,84.4,Electronic check,Yes
4250-FDVOU,Month-to-month,56.25,Electronic check,Yes
5277-ZLOOR,Month-to-month,85.55,Electronic check,Yes
2141-RRYGO,Month-to-month,68.65,Bank transfer (automatic),Yes
6376-GAHQE,Month-to-month,77.85,Electronic check,Yes
5052-PNLOS,Month-to-month,105.35,Bank transfer (automatic),Yes
6979-ZNSFF,Month-to-month,87.05,Electronic check,Yes
2386-LAHRK,Month-to-month,53.5,Mailed check,Yes
6032-IGALN,Month-to-month,25.1,Mailed check,Yes
4248-HCETZ,Month-to-month,79.65,Mailed check,Yes
0516-WJVXC,Month-to-month,54.2,Electronic check,Yes
9174-FKWZE,Month-to-month,19.45,Electronic check,Yes
8809-RIHDD,Two year,103.4,Electronic check,Yes
4822-NGOCH,Month-to-month,84.45,Electronic check,Yes
5307-DZCVC,Month-to-month,85.95,Credit card (automatic),Yes
8679-JOEVF,Month-to-month,59.4,Electronic check,Yes
1432-FPAXX,Month-to-month,30.6,Electronic check,Yes
4803-AXVYP,Month-to-month,99.55,Electronic check,Yes
3884-HCSWG,Month-to-month,70.0,Electronic check,Yes
5077-DXTCG,Month-to-month,45.3,Electronic check,Yes
1142-WACZW,Month-to-month,29.85,Bank transfer (automatic),Yes
5649-ANRML,Month-to-month,95.1,Credit card (automatic),Yes
4892-VLANZ,Month-to-month,19.8,Mailed check,Yes
2919-HBCJO,Month-to-month,76.65,Bank transfer (automatic),Yes
4236-XPXAV,Month-to-month,99.15,Mailed check,Yes
3030-YZADT,Month-to-month,44.95,Mailed check,Yes
7410-KTVFV,Month-to-month,49.55,Mailed check,Yes
8393-DLHGA,Month-to-month,95.9,Electronic check,Yes
7395-IGJOS,Month-to-month,81.5,Bank transfer (automatic),Yes
2834-SPCJV,Month-to-month,84.1,Electronic check,Yes
7890-VYYWG,Month-to-month,36.45,Mailed check,Yes
9907-SWKKF,Month-to-month,25.05,Mailed check,Yes
0587-DMGBH,Month-to-month,49.85,Electronic check,Yes
6397-JNZZG,Month-to-month,55.55,Credit card (automatic),Yes
3523-QRQLL,One year,69.5,Bank transfer (automatic),Yes
0895-DQHEW,Month-to-month,104.3,Electronic check,Yes
